10.002,60.20,0.0,0.00
10.015,60.20,0.0,0.00
10.026,60.20,0.0,0.00
10.039,60.20,0.0,0.00
10.051,60.20,0.0,0.00
10.063,60.20,0.0,0.00
10.076,60.20,-0.001,0.00
10.087,60.20,-0.001,0.00
10.1,60.20,-0.001,0.00
10.112,60.20,-0.001,0.00
10.121,60.20,0.0,0.00
10.133,60.20,-0.001,0.00
10.145,60.20,0.0,0.00
10.158,60.20,0.0,0.00
10.17,60.20,0.0,0.00
10.183,60.20,0.0,0.00
10.202,60.20,-0.001,0.00
10.219,60.20,-0.001,0.00
10.239,60.20,0.0,0.00
10.259,60.20,0.0,0.00
10.28,60.20,0.0,0.00
10.301,60.20,-0.001,0.00
10.321,60.20,0.0,0.00
10.341,60.20,-0.001,0.00
10.361,60.20,-0.001,0.00
10.382,60.20,0.0,0.00
10.398,60.20,0.0,0.00
10.419,60.20,0.0,0.00
10.44,60.20,-0.001,0.00
10.46,60.20,-0.001,0.00
10.48,60.20,0.0,0.00
10.5,60.20,0.0,0.00
10.521,60.20,0.0,0.00
10.538,60.20,0.0,0.00
10.559,60.20,0.0,0.00
10.579,60.20,-0.001,0.00
10.599,60.20,0.0,0.00
10.62,60.20,-0.001,0.00
10.64,60.20,-0.001,0.00
10.661,60.20,0.0,0.00
10.681,60.20,-0.001,0.00
10.697,60.20,0.0,0.00
10.718,60.20,0.0,0.00
10.739,60.20,0.0,0.00
10.759,60.20,-0.001,0.00
10.777,60.20,0.0,0.00
10.8,60.20,0.0,0.00
10.821,60.20,-0.001,0.00
10.841,60.20,-0.001,0.00
10.858,60.20,-0.001,0.00
10.878,60.20,0.0,0.00
10.898,60.20,-0.001,0.00
10.919,60.20,-0.001,0.00
10.94,60.20,-0.001,0.00
10.96,60.20,0.0,0.00
10.98,60.20,-0.001,0.00
11.0,60.20,-0.001,0.00
11.017,60.20,-0.001,0.00
11.038,60.20,-0.001,0.00
11.058,60.20,-0.001,0.00
11.078,60.20,-0.001,0.00
11.1,60.20,-0.001,0.00
11.12,60.20,0.0,0.00
11.14,60.20,0.0,0.00
11.161,60.20,0.0,0.00
11.177,60.20,0.0,0.00
11.197,60.20,0.0,0.00
11.217,60.20,-0.001,0.00
11.238,60.20,-0.001,0.00
11.258,60.20,-0.001,0.00
11.279,60.20,0.0,0.00
11.299,60.20,0.0,0.00
11.316,60.20,-0.001,0.00
11.336,60.20,0.0,0.00
11.357,60.20,0.0,0.00
11.377,60.20,0.0,0.00
11.398,60.20,0.0,0.00
11.419,60.20,-0.001,0.00
11.439,60.20,-0.001,0.00
11.459,60.20,0.0,0.00
11.48,60.20,0.0,0.00
11.497,60.20,0.0,0.00
11.517,60.20,0.0,0.00
11.537,60.20,0.0,0.00
11.558,60.20,0.0,0.00
11.579,60.20,-0.001,0.00
11.599,60.20,0.0,0.00
11.619,60.20,-0.001,0.00
11.636,60.20,0.0,0.00
11.656,60.20,-0.001,0.00
11.676,60.20,-0.001,0.00
11.696,60.20,0.0,0.00
11.718,60.20,-0.001,0.00
11.739,60.20,-0.001,0.00
11.748,60.20,-0.001,0.00
11.778,60.20,0.0,0.00
11.799,60.20,0.0,0.00
11.817,60.20,0.0,0.00
11.836,60.20,0.0,0.00
11.858,60.20,0.0,0.00
11.877,60.20,-0.001,0.00
11.898,60.20,0.0,0.00
11.918,60.20,-0.001,0.00
11.934,60.20,-0.001,0.00
11.955,60.20,0.0,0.00
11.976,60.20,-0.001,0.00
11.995,60.20,0.0,0.00
12.017,60.20,0.0,0.00
12.037,60.20,-0.001,0.00
12.058,60.20,-0.001,0.00
12.08,60.20,-0.001,0.00
12.099,60.20,0.0,0.00
12.115,60.20,0.0,0.00
12.135,60.20,-0.001,0.00
12.155,60.20,0.0,0.00
12.176,60.20,0.0,0.00
12.197,60.20,0.0,0.00
12.217,60.20,-0.001,0.00
12.238,60.20,0.0,0.00
12.258,60.20,-0.001,0.00
12.275,60.20,-0.001,0.00
12.295,60.20,-0.001,0.00
12.316,60.20,0.0,0.00
12.336,60.20,-0.001,0.00
12.357,60.20,0.0,0.00
12.377,60.20,-0.001,0.00
12.398,60.20,0.0,0.00
12.412,60.20,-0.001,0.00
12.427,60.20,0.0,0.00
12.453,60.20,0.0,0.00
12.477,60.20,0.0,0.00
12.496,60.20,-0.001,0.00
12.516,60.20,-0.001,0.00
12.536,60.20,0.0,0.00
12.557,60.20,-0.001,0.00
12.577,60.20,-0.001,0.00
12.594,60.20,-0.001,0.00
12.616,60.20,-0.001,0.00
12.636,60.20,0.0,0.00
12.657,60.20,0.0,0.00
12.676,60.20,0.0,0.00
12.694,60.20,-0.001,0.00
12.715,60.20,-0.001,0.00
12.737,60.20,0.0,0.00
12.753,60.20,-0.001,0.00
12.774,60.20,-0.001,0.00
12.795,60.20,-0.001,0.00
12.815,60.20,0.0,0.00
12.836,60.20,-0.001,0.00
12.856,60.20,-0.001,0.00
12.877,60.20,0.0,0.00
12.89,60.20,0.0,0.00
12.9,60.20,0.0,0.00
12.935,60.20,0.0,0.00
12.955,60.20,0.0,0.00
12.975,60.20,0.0,0.00
12.995,60.20,-0.001,0.00
13.016,60.20,0.0,0.00
13.036,60.20,-0.001,0.00
13.057,60.20,-0.001,0.00
13.073,60.20,0.0,0.00
13.094,60.20,-0.001,0.00
13.114,60.20,-0.001,0.00
13.135,60.20,-0.001,0.00
13.155,60.20,0.0,0.00
13.176,60.20,0.0,0.00
13.196,60.20,0.0,0.00
13.216,60.20,0.0,0.00
13.233,60.20,-0.001,0.00
13.253,60.20,0.0,0.00
13.274,60.20,-0.001,0.00
13.294,60.20,-0.001,0.00
13.315,60.20,0.0,0.00
13.335,60.20,0.0,0.00
13.355,60.20,0.0,0.00
13.372,60.20,0.0,0.00
13.392,60.20,-0.001,0.00
13.413,60.20,-0.001,0.00
13.434,60.20,-0.001,0.00
13.454,60.20,-0.001,0.00
13.475,60.20,-0.001,0.00
13.495,60.20,-0.001,0.00
13.516,60.20,0.0,0.00
13.532,60.20,0.0,0.00
13.552,60.20,-0.001,0.00
13.573,60.20,0.0,0.00
13.595,60.20,-0.001,0.00
13.615,60.20,0.0,0.00
13.634,60.20,-0.001,0.00
13.655,60.20,0.0,0.00
13.671,60.20,-0.001,0.00
13.691,60.20,0.0,0.00
13.712,60.20,0.0,0.00
13.733,60.20,0.0,0.00
13.753,60.20,-0.001,0.00
13.774,60.20,0.0,0.00
13.794,60.20,-0.001,0.00
13.814,60.20,-0.001,0.00
13.831,60.20,0.0,0.00
13.851,60.20,-0.001,0.00
13.872,60.20,0.0,0.00
13.893,60.20,-0.001,0.00
13.912,60.20,-0.001,0.00
13.923,60.20,0.0,0.00
13.955,60.20,0.0,0.00
13.975,60.20,0.0,0.00
13.995,60.20,-0.001,0.00
14.013,60.20,0.0,0.00
14.034,60.20,-0.001,0.00
14.053,60.20,-0.001,0.00
14.073,60.20,0.0,0.00
14.093,60.20,0.0,0.00
14.114,60.20,-0.001,0.00
14.134,60.20,-0.001,0.00
14.155,60.20,-0.001,0.00
14.171,60.20,0.0,0.00
14.192,60.20,0.0,0.00
14.212,60.20,0.0,0.00
14.232,60.20,-0.001,0.00
14.253,60.20,0.0,0.00
14.273,60.20,0.0,0.00
14.294,60.20,0.0,0.00
14.315,60.20,-0.001,0.00
14.331,60.20,0.0,0.00
14.348,60.20,-0.001,0.00
14.36,60.20,-0.001,0.00
14.393,60.20,-0.001,0.00
14.412,60.20,0.0,0.00
